Rental ID,Customer Name,Country,Rental Start Date,Rental End Date,Car Type,Rental Source,Total Cost,Payment Status,Cancellation Status,Revenue
R57799,Roberto Price,Oman,2023-08-28 00:00:00,2023-08-28 00:00:00,Convertible,In-Store,469.23,Pending,Cancelled,0
R98845,Alicia Mcgee,Sri Lanka,2023-10-27 00:00:00,2023-11-02 00:00:00,Hatchback,In-Store,77.01,Paid,Cancelled,0
R29635,Robert Peterson,Barbados,2023-05-16 00:00:00,2023-05-20 00:00:00,Hatchback,Online,55.62,Paid,Not Cancelled,373.62
R33949,Miranda Morgan,Lebanon,2023-08-18 00:00:00,2023-08-21 00:00:00,Convertible,Third-party,487.55,Paid,Not Cancelled,574.55
R85289,William Crawford,Moldova,2023-08-06 00:00:00,2023-08-06 00:00:00,Sedan,Third-party,380.94,Paid,Cancelled,0
R17251,James Hunter,Georgia,2023-05-26 00:00:00,2023-05-26 00:00:00,Convertible,In-Store,177.54,Paid,Not Cancelled,-377.46
R65614,Krystal Adams,Senegal,2023-03-19 00:00:00,2023-03-23 00:00:00,Coupe,Online,227.98,Pending,Not Cancelled,216.98
R21493,Karl Sampson,Ireland,2023-01-13 00:00:00,2023-01-19 00:00:00,Hatchback,Online,99.05,Pending,Not Cancelled,-164.95
R96472,Krystal Hernandez,Svalbard & Jan Mayen Islands,2023-08-19 00:00:00,2023-08-22 00:00:00,Sedan,Third-party,335.05,Paid,Not Cancelled,751.05
R37902,Thomas Sanders,Haiti,2023-03-04 00:00:00,2023-03-07 00:00:00,Convertible,In-Store,292.5,Paid,Not Cancelled,-133.5
R17439,Dawn Patrick,Sri Lanka,2023-12-28 00:00:00,2023-12-28 00:00:00,SUV,Online,442.07,Pending,Cancelled,0
R97042,Sarah Hill,Taiwan,2023-02-13 00:00:00,2023-02-13 00:00:00,Sedan,In-Store,244.3,Paid,Not Cancelled,-8.7
R19162,Kimberly Townsend,Luxembourg,2023-03-24 00:00:00,2023-03-29 00:00:00,Coupe,Third-party,373.48,Pending,Cancelled,0
R68663,Mark Gallegos,Niue,2023-10-10 00:00:00,2023-10-10 00:00:00,Coupe,Online,389.69,Paid,Cancelled,0
R48620,James Conner,Benin,2023-02-16 00:00:00,2023-02-18 00:00:00,Convertible,Online,133.08,Paid,Cancelled,0
R21031,Kelly Kelly,Georgia,2023-09-11 00:00:00,2023-09-11 00:00:00,Sedan,In-Store,319.57,Paid,Not Cancelled,352.57
R49953,Brian Richmond,Oman,2023-12-31 00:00:00,2024-01-06 00:00:00,Convertible,Online,303.24,Paid,Not Cancelled,361.24
R20489,Alex Ritter,Guinea,2023-04-13 00:00:00,2023-04-13 00:00:00,Coupe,In-Store,425.77,Paid,Cancelled,0
R54276,Richard Crosby,Qatar,2023-12-20 00:00:00,2023-12-21 00:00:00,Sedan,Online,74.83,Pending,Cancelled,0
R00609,Deborah Moore,Papua New Guinea,2023-04-18 00:00:00,2023-04-24 00:00:00,Sedan,In-Store,88.02,Pending,Not Cancelled,-106.98
R10538,Jacob Drake,Comoros,2023-01-18 00:00:00,2023-01-18 00:00:00,Hatchback,Third-party,271.98,Paid,Cancelled,0
R30255,Raymond Jones,Cote d'Ivoire,2023-12-12 00:00:00,2023-12-14 00:00:00,Sedan,Online,192.93,Paid,Cancelled,0
R47336,Sharon Rodriguez,Paraguay,2023-02-01 00:00:00,2023-02-04 00:00:00,Sedan,Third-party,161.74,Pending,Cancelled,0
R94136,Mike Owen,South Africa,2023-04-21 00:00:00,2023-04-25 00:00:00,Convertible,Online,435.81,Paid,Cancelled,0
R12950,Lawrence Beck,Pitcairn Islands,2023-06-10 00:00:00,2023-06-16 00:00:00,Hatchback,Online,206.29,Paid,Cancelled,0
R57510,Dominic Perez,Oman,2023-11-14 00:00:00,2023-11-18 00:00:00,SUV,In-Store,299.82,Pending,Not Cancelled,-136.18
R51068,Erin Smith,United States of America,2023-11-05 00:00:00,2023-11-08 00:00:00,Hatchback,Third-party,212.28,Pending,Cancelled,0
R11675,Sherry Phillips,Timor-Leste,2023-02-13 00:00:00,2023-02-18 00:00:00,Sedan,In-Store,167.18,Paid,Not Cancelled,-482.82
R83608,Sarah Lawson,American Samoa,2023-07-26 00:00:00,2023-07-27 00:00:00,Sedan,In-Store,213.53,Paid,Cancelled,0
R14251,Tyrone Mason MD,Croatia,2023-08-27 00:00:00,2023-08-30 00:00:00,SUV,Online,271.35,Paid,Cancelled,0
R67342,Luke Williams,Tonga,2023-09-24 00:00:00,2023-09-26 00:00:00,Sedan,In-Store,175.22,Paid,Not Cancelled,-97.78
R02958,Micheal Foster,Algeria,2023-03-25 00:00:00,2023-03-27 00:00:00,Coupe,Third-party,258.24,Pending,Cancelled,0
R33131,Debbie Walters,Estonia,2023-12-08 00:00:00,2023-12-10 00:00:00,SUV,Third-party,366.6,Paid,Not Cancelled,844.6
R05737,Caroline Everett,Armenia,2023-05-30 00:00:00,2023-06-05 00:00:00,Sedan,In-Store,380.94,Pending,Cancelled,0
R71766,Brianna Adams,Cyprus,2023-04-21 00:00:00,2023-04-24 00:00:00,Coupe,Online,350.24,Paid,Cancelled,0
R44514,Jorge Armstrong,Uzbekistan,2023-04-01 00:00:00,2023-04-04 00:00:00,SUV,Online,431.48,Paid,Not Cancelled,501.48
R84112,Shawn Smith,Wallis and Futuna,2023-03-10 00:00:00,2023-03-10 00:00:00,Convertible,Online,458.84,Pending,Not Cancelled,123.84
R14820,Jesse Mccullough,Andorra,2023-10-31 00:00:00,2023-11-03 00:00:00,SUV,Online,368.12,Paid,Cancelled,0
R07982,Nicole Hernandez,Burundi,2023-02-03 00:00:00,2023-02-04 00:00:00,Sedan,In-Store,219.85,Paid,Cancelled,0
R04348,Stephen Mcdonald,Saint Lucia,2023-04-23 00:00:00,2023-04-29 00:00:00,Hatchback,Online,417.62,Paid,Not Cancelled,910.62
R72372,Tracy Reynolds,Namibia,2023-03-05 00:00:00,2023-03-07 00:00:00,Sedan,Online,71.84,Pending,Cancelled,0
R53805,Kevin Cooper,Mauritania,2023-02-15 00:00:00,2023-02-16 00:00:00,SUV,Third-party,305.11,Pending,Cancelled,0
R33621,Virginia Johnson,Dominican Republic,2023-10-31 00:00:00,2023-11-04 00:00:00,Sedan,Third-party,260.43,Paid,Not Cancelled,-206.57
R59427,Ashley Reynolds,Brazil,2023-03-31 00:00:00,2023-04-05 00:00:00,Coupe,Online,309.81,Paid,Not Cancelled,-10.19
R45164,Nancy Stevens,Ireland,2023-10-05 00:00:00,2023-10-09 00:00:00,Coupe,Online,266.35,Pending,Not Cancelled,521.35
R08544,April Yu,Yemen,2023-05-04 00:00:00,2023-05-09 00:00:00,Sedan,Online,64.3,Pending,Not Cancelled,398.3
R80037,Lauren Huffman,Tajikistan,2023-06-01 00:00:00,2023-06-01 00:00:00,SUV,Third-party,463.83,Paid,Cancelled,0
R16722,Steven Brown,Guinea,2023-12-02 00:00:00,2023-12-05 00:00:00,Sedan,In-Store,107.91,Paid,Not Cancelled,441.91
R07250,Jacqueline Villanueva,Burundi,2023-01-24 00:00:00,2023-01-27 00:00:00,SUV,In-Store,78.27,Pending,Cancelled,0
R71978,Rebecca Moore,Kuwait,2023-11-16 00:00:00,2023-11-17 00:00:00,Convertible,Third-party,299.78,Paid,Not Cancelled,428.78
R41912,Kimberly Olson,Suriname,2023-01-12 00:00:00,2023-01-17 00:00:00,SUV,Third-party,101.14,Pending,Cancelled,0
R01980,Kirsten Nelson,Zimbabwe,2023-05-12 00:00:00,2023-05-17 00:00:00,SUV,Third-party,82.06,Paid,Cancelled,0
R56103,Monica Vargas,Falkland Islands (Malvinas),2023-04-28 00:00:00,2023-05-02 00:00:00,Sedan,In-Store,269.96,Pending,Not Cancelled,735.96
R06889,Samuel Scott,Dominican Republic,2023-04-01 00:00:00,2023-04-06 00:00:00,Coupe,Online,407.46,Pending,Cancelled,0
R32286,Jean Oneill,Ireland,2023-06-06 00:00:00,2023-06-07 00:00:00,Hatchback,Online,185.33,Paid,Not Cancelled,243.33
R76454,Todd Rhodes,Congo,2023-07-18 00:00:00,2023-07-20 00:00:00,Sedan,In-Store,143.35,Pending,Cancelled,0
R37725,John Escobar,Barbados,2023-01-11 00:00:00,2023-01-16 00:00:00,Coupe,In-Store,309.83,Paid,Not Cancelled,587.83
R14198,Jeremy Pittman,Mongolia,2023-02-17 00:00:00,2023-02-18 00:00:00,Convertible,In-Store,359.4,Paid,Not Cancelled,-257.6
R17626,Phillip Carlson,Myanmar,2023-05-13 00:00:00,2023-05-14 00:00:00,Coupe,In-Store,88.66,Pending,Not Cancelled,-151.34
R18594,Janet Collins,China,2023-12-07 00:00:00,2023-12-13 00:00:00,Convertible,Third-party,464.04,Pending,Cancelled,0
R96450,Angie Moore,Falkland Islands (Malvinas),2023-08-20 00:00:00,2023-08-23 00:00:00,SUV,Third-party,206.04,Paid,Cancelled,0
R38244,Shane Griffin,Anguilla,2023-02-25 00:00:00,2023-02-26 00:00:00,Hatchback,In-Store,222.81,Paid,Not Cancelled,524.81
R39260,Christopher Mcclain,Monaco,2023-06-14 00:00:00,2023-06-19 00:00:00,SUV,In-Store,234.63,Pending,Not Cancelled,43.63
R03371,Jacqueline Zamora,Burundi,2023-04-07 00:00:00,2023-04-10 00:00:00,Hatchback,In-Store,473.73,Pending,Not Cancelled,-103.27
R66162,Daniel Farley,Norfolk Island,2023-12-24 00:00:00,2023-12-30 00:00:00,Coupe,Third-party,477.52,Pending,Not Cancelled,336.52
R32969,Patrick Neal,Swaziland,2023-11-14 00:00:00,2023-11-20 00:00:00,Sedan,In-Store,195.59,Paid,Not Cancelled,442.59
R30210,Chase Carrillo,Poland,2023-07-19 00:00:00,2023-07-21 00:00:00,Convertible,Third-party,122.99,Pending,Not Cancelled,548.99
R16707,Michael Rice,Andorra,2023-07-21 00:00:00,2023-07-24 00:00:00,Hatchback,In-Store,351.85,Pending,Not Cancelled,211.85
R51422,Casey Lyons,Cote d'Ivoire,2023-02-09 00:00:00,2023-02-15 00:00:00,SUV,Third-party,178.24,Pending,Not Cancelled,191.24
R92133,Richard Silva,Vietnam,2023-04-28 00:00:00,2023-05-04 00:00:00,Hatchback,In-Store,409.08,Paid,Cancelled,0
R06193,Mr. Robert Escobar,Belgium,2023-07-18 00:00:00,2023-07-21 00:00:00,Coupe,In-Store,242.58,Pending,Not Cancelled,-19.42
R65465,Kenneth Dixon,Israel,2023-08-14 00:00:00,2023-08-14 00:00:00,Convertible,In-Store,403.22,Paid,Cancelled,0
R41102,Shawn Ryan,Rwanda,2023-04-12 00:00:00,2023-04-12 00:00:00,Convertible,Third-party,116.64,Paid,Cancelled,0
R08605,Joseph Lamb,Marshall Islands,2023-02-15 00:00:00,2023-02-21 00:00:00,Convertible,Third-party,293.38,Pending,Not Cancelled,-118.62
R07883,Paul Scott,Lao People's Democratic Republic,2023-08-11 00:00:00,2023-08-16 00:00:00,SUV,Online,208.19,Pending,Not Cancelled,-255.81
R09039,April Garcia,Lao People's Democratic Republic,2023-10-30 00:00:00,2023-11-03 00:00:00,Hatchback,Third-party,435.14,Pending,Not Cancelled,-127.86
R25293,Keith Brown,Hong Kong,2023-07-28 00:00:00,2023-08-01 00:00:00,SUV,In-Store,480.59,Paid,Not Cancelled,493.59
R78392,Travis Dixon,American Samoa,2023-02-26 00:00:00,2023-03-02 00:00:00,Sedan,Third-party,378.64,Pending,Cancelled,0
R65127,Debra Shelton,Korea,2023-05-27 00:00:00,2023-06-01 00:00:00,Sedan,Online,104.81,Pending,Cancelled,0
R57946,Tyler Ford,South Georgia and the South Sandwich Islands,2023-07-12 00:00:00,2023-07-15 00:00:00,Convertible,Online,224.49,Pending,Not Cancelled,700.49
R01210,Dillon Mcguire,Hong Kong,2023-02-19 00:00:00,2023-02-22 00:00:00,Hatchback,In-Store,90.63,Pending,Cancelled,0
R42801,Joseph Nicholson,Saint Barthelemy,2023-05-07 00:00:00,2023-05-10 00:00:00,SUV,In-Store,184.5,Paid,Not Cancelled,-116.5
R03653,Janet Pitts,Christmas Island,2023-05-16 00:00:00,2023-05-21 00:00:00,Coupe,In-Store,430.49,Paid,Cancelled,0
R45373,Shelby Thompson,Nigeria,2023-11-10 00:00:00,2023-11-10 00:00:00,Convertible,Online,319.67,Pending,Not Cancelled,567.67
R11569,Russell Guerrero,Estonia,2023-11-29 00:00:00,2023-12-03 00:00:00,Convertible,Third-party,403.72,Pending,Not Cancelled,-234.28
R68159,Michelle Lane,Dominican Republic,2023-11-01 00:00:00,2023-11-04 00:00:00,Hatchback,In-Store,223.58,Paid,Not Cancelled,-166.42
R05714,Justin Boyd,Panama,2023-02-09 00:00:00,2023-02-09 00:00:00,Coupe,Online,452.88,Pending,Not Cancelled,702.88
R00661,Stephanie Klein,Liechtenstein,2023-03-29 00:00:00,2023-03-31 00:00:00,SUV,Third-party,173.54,Paid,Cancelled,0
R67714,Michelle Hill,Cape Verde,2023-01-17 00:00:00,2023-01-17 00:00:00,Hatchback,Online,343.44,Paid,Cancelled,0
R38635,David Torres,Niue,2023-11-18 00:00:00,2023-11-21 00:00:00,Hatchback,Third-party,63.25,Pending,Not Cancelled,-522.75
R33850,Karen Ruiz,India,2023-07-26 00:00:00,2023-07-27 00:00:00,Hatchback,Online,432.46,Pending,Not Cancelled,381.46
R04206,Maureen Robinson,Syrian Arab Republic,2023-06-11 00:00:00,2023-06-11 00:00:00,Hatchback,Third-party,112.12,Pending,Not Cancelled,-130.88
R69242,Mary Adams,Solomon Islands,2023-11-08 00:00:00,2023-11-09 00:00:00,Coupe,In-Store,432.18,Pending,Cancelled,0
R15654,Juan Wallace,Marshall Islands,2023-08-16 00:00:00,2023-08-20 00:00:00,Coupe,In-Store,149.4,Pending,Cancelled,0
R85761,Casey Love,Moldova,2023-05-08 00:00:00,2023-05-14 00:00:00,SUV,Online,325.91,Pending,Cancelled,0
R95987,Mr. Darius Hamilton MD,Serbia,2023-06-12 00:00:00,2023-06-12 00:00:00,Coupe,Online,194.07,Paid,Not Cancelled,526.07
R06817,Donald Espinoza,Belgium,2023-07-29 00:00:00,2023-07-29 00:00:00,Coupe,Online,185.94,Pending,Not Cancelled,-383.06
R19916,Kathy Lyons,Cyprus,2023-02-18 00:00:00,2023-02-22 00:00:00,Coupe,Third-party,222.76,Pending,Cancelled,0
R52030,Isaiah Scott,United States of America,2023-05-16 00:00:00,2023-05-16 00:00:00,Convertible,Third-party,259,Paid,Cancelled,0
R81054,Brenda Harmon,Namibia,2023-07-14 00:00:00,2023-07-16 00:00:00,Coupe,Online,197.21,Pending,Not Cancelled,526.21
R34146,Justin Spencer,Saint Martin,2023-02-09 00:00:00,2023-02-13 00:00:00,Sedan,In-Store,269.5,Pending,Cancelled,0
R01870,Dean Mills,Palau,2023-07-12 00:00:00,2023-07-18 00:00:00,Hatchback,In-Store,167.92,Pending,Not Cancelled,88.92
R08759,Brenda Gill,Turks and Caicos Islands,2023-07-01 00:00:00,2023-07-03 00:00:00,Hatchback,Third-party,423.7,Paid,Cancelled,0
R46188,Ms. Melissa Cooke MD,Puerto Rico,2023-06-16 00:00:00,2023-06-20 00:00:00,Convertible,Third-party,166.14,Paid,Cancelled,0
R00650,Sheila Collier,Germany,2023-12-18 00:00:00,2023-12-20 00:00:00,Hatchback,Third-party,413.5,Paid,Cancelled,0
R46210,Margaret Hunter,Algeria,2023-02-28 00:00:00,2023-03-04 00:00:00,SUV,Online,355.71,Pending,Not Cancelled,-76.29
R15272,Dustin Bowers,Malawi,2023-05-15 00:00:00,2023-05-16 00:00:00,Coupe,In-Store,485.62,Paid,Not Cancelled,-87.38
R68890,Anthony Davis,Reunion,2023-04-30 00:00:00,2023-05-04 00:00:00,Sedan,In-Store,79.13,Paid,Cancelled,0
R91876,Lisa Jensen,Mexico,2023-08-30 00:00:00,2023-08-31 00:00:00,Coupe,Online,377.25,Paid,Not Cancelled,25.25
R41804,Tanya Mclean,Malaysia,2023-07-13 00:00:00,2023-07-15 00:00:00,Convertible,Online,338.35,Pending,Cancelled,0
R66004,Joseph Lambert,Moldova,2023-06-04 00:00:00,2023-06-10 00:00:00,Hatchback,In-Store,281.56,Paid,Cancelled,0
R32457,Lindsey Rogers,Seychelles,2023-12-18 00:00:00,2023-12-20 00:00:00,Hatchback,Third-party,461.56,Paid,Cancelled,0
R57239,Andrea Romero,Seychelles,2023-03-03 00:00:00,2023-03-05 00:00:00,SUV,In-Store,475.78,Paid,Not Cancelled,383.78
R73490,Jordan James,Cocos (Keeling) Islands,2023-02-05 00:00:00,2023-02-05 00:00:00,Sedan,Third-party,58.59,Paid,Cancelled,0
R20266,Samantha Miller,Tonga,2023-05-25 00:00:00,2023-05-25 00:00:00,Hatchback,In-Store,79.03,Paid,Not Cancelled,462.03
R77468,Maria Sloan,Wallis and Futuna,2023-12-29 00:00:00,2024-01-04 00:00:00,Coupe,Online,158.23,Pending,Not Cancelled,-539.77
R06313,Paul Aguilar,Argentina,2023-05-02 00:00:00,2023-05-08 00:00:00,Convertible,Online,142.02,Pending,Cancelled,0
R66850,Renee Garcia,Armenia,2023-03-01 00:00:00,2023-03-04 00:00:00,SUV,Online,342.71,Paid,Not Cancelled,-20.29
R22875,Elizabeth Green,Portugal,2023-07-24 00:00:00,2023-07-29 00:00:00,Convertible,Online,110.38,Pending,Cancelled,0
R91651,Brian Kennedy,Burundi,2023-12-18 00:00:00,2023-12-20 00:00:00,Hatchback,Online,481.09,Paid,Cancelled,0
R23082,Linda Garcia,Oman,2023-06-25 00:00:00,2023-06-26 00:00:00,Coupe,In-Store,209.3,Paid,Cancelled,0
R36449,Christina Munoz,Jordan,2023-08-31 00:00:00,2023-09-01 00:00:00,Hatchback,In-Store,190.78,Pending,Not Cancelled,168.78
R39193,Destiny Garcia,Namibia,2023-09-05 00:00:00,2023-09-10 00:00:00,Sedan,Online,142.25,Paid,Not Cancelled,-381.75
R79380,Anthony Carroll,Chile,2023-12-08 00:00:00,2023-12-09 00:00:00,Convertible,Third-party,402.38,Pending,Not Cancelled,25.38
R96015,Melissa Huynh,Israel,2023-11-21 00:00:00,2023-11-26 00:00:00,Convertible,Third-party,441.77,Pending,Not Cancelled,7.77
R72127,Frank Thomas,Madagascar,2023-11-29 00:00:00,2023-12-05 00:00:00,Convertible,Third-party,390.61,Paid,Not Cancelled,-9.39
R93848,Aaron Hansen,Vietnam,2023-01-07 00:00:00,2023-01-07 00:00:00,SUV,In-Store,51.56,Paid,Not Cancelled,-584.44
R49695,Joshua Perkins,Venezuela,2023-08-24 00:00:00,2023-08-27 00:00:00,Coupe,In-Store,361.01,Paid,Cancelled,0
R79260,Daniel Davis,Guinea-Bissau,2023-10-09 00:00:00,2023-10-10 00:00:00,SUV,Online,68.48,Pending,Cancelled,0
R12453,Sharon Mason,Palestinian Territory,2023-11-25 00:00:00,2023-11-29 00:00:00,SUV,In-Store,411.76,Paid,Cancelled,0
R64783,Patrick Ramsey,Marshall Islands,2023-09-25 00:00:00,2023-09-27 00:00:00,Convertible,Online,285.52,Paid,Not Cancelled,-191.48
R81697,Dr. Julie Nguyen,Montserrat,2023-08-01 00:00:00,2023-08-02 00:00:00,Convertible,Third-party,417.46,Paid,Cancelled,0
R76555,Jacob Gomez,Finland,2023-02-04 00:00:00,2023-02-07 00:00:00,Coupe,In-Store,269.94,Paid,Not Cancelled,-130.06
R94170,Mrs. Marie Fisher DDS,Greece,2023-02-09 00:00:00,2023-02-14 00:00:00,SUV,Online,223.41,Pending,Cancelled,0
R02736,Michelle Brown,Malta,2023-05-06 00:00:00,2023-05-12 00:00:00,SUV,Third-party,280.88,Pending,Not Cancelled,-398.12
R36911,Julie Bowen,India,2023-10-09 00:00:00,2023-10-09 00:00:00,Hatchback,Online,57.35,Pending,Cancelled,0
R22723,Robert Kelly,Saint Barthelemy,2023-05-01 00:00:00,2023-05-06 00:00:00,Coupe,Online,349.27,Paid,Not Cancelled,660.27
R36609,Veronica Conner,Monaco,2023-03-02 00:00:00,2023-03-03 00:00:00,Sedan,Online,198.77,Paid,Cancelled,0
R23970,Paige Mcfarland,Djibouti,2023-03-19 00:00:00,2023-03-24 00:00:00,Convertible,In-Store,162.07,Pending,Cancelled,0
R07430,Ana Johnson PhD,Dominican Republic,2023-02-04 00:00:00,2023-02-08 00:00:00,Sedan,Online,217.21,Pending,Cancelled,0
R70715,William Morgan MD,Albania,2023-02-26 00:00:00,2023-02-28 00:00:00,SUV,Online,160.71,Pending,Not Cancelled,88.71
R75865,Richard Luna,Montserrat,2023-10-02 00:00:00,2023-10-08 00:00:00,Coupe,In-Store,58.57,Paid,Cancelled,0
R12820,Margaret Glover,Romania,2023-11-18 00:00:00,2023-11-18 00:00:00,Convertible,In-Store,337.05,Pending,Not Cancelled,143.05
R23025,Kelly Burton,Mozambique,2023-03-02 00:00:00,2023-03-03 00:00:00,Coupe,In-Store,217.19,Pending,Cancelled,0
R49023,Robert Stevens,Palestinian Territory,2023-03-16 00:00:00,2023-03-20 00:00:00,SUV,Third-party,404.18,Paid,Cancelled,0
R41160,Jacqueline Garner,Burkina Faso,2023-07-02 00:00:00,2023-07-06 00:00:00,SUV,In-Store,313,Pending,Not Cancelled,499
R21425,Jackson Howard,Niue,2023-08-02 00:00:00,2023-08-08 00:00:00,Sedan,Online,74.66,Paid,Not Cancelled,-432.34
R07319,Kim Ramirez,Rwanda,2023-10-08 00:00:00,2023-10-12 00:00:00,Coupe,In-Store,119.52,Paid,Cancelled,0
R15331,Laura Perkins,Singapore,2023-01-11 00:00:00,2023-01-11 00:00:00,Sedan,Third-party,493.17,Pending,Not Cancelled,164.17
R88048,Patricia Williams,Suriname,2023-03-06 00:00:00,2023-03-11 00:00:00,Sedan,Online,450.94,Paid,Not Cancelled,656.94
R66149,Jody Mitchell,Australia,2023-01-16 00:00:00,2023-01-16 00:00:00,Sedan,In-Store,103.1,Paid,Not Cancelled,-250.9
R10464,Jonathan Powell,Jersey,2023-10-28 00:00:00,2023-10-30 00:00:00,Convertible,Online,124.58,Pending,Cancelled,0
R60351,Anthony Frye,Latvia,2023-06-24 00:00:00,2023-06-27 00:00:00,Coupe,Online,351.8,Pending,Cancelled,0
R99815,Jonathan Beard,Moldova,2023-08-07 00:00:00,2023-08-07 00:00:00,Coupe,Third-party,414.44,Paid,Cancelled,0
R87278,Caitlin Hampton,Spain,2023-02-06 00:00:00,2023-02-07 00:00:00,Coupe,Online,395.43,Paid,Not Cancelled,704.43
R41268,Melissa Brown,Guatemala,2023-01-17 00:00:00,2023-01-21 00:00:00,Sedan,Third-party,485.78,Pending,Not Cancelled,822.78
R81521,Jose Lamb,New Zealand,2023-05-08 00:00:00,2023-05-11 00:00:00,Sedan,In-Store,207.64,Paid,Not Cancelled,648.64
R68081,Dennis Lowery,Jersey,2023-11-28 00:00:00,2023-11-30 00:00:00,SUV,In-Store,364.24,Pending,Not Cancelled,158.24
R94040,Susan Peters,Oman,2023-12-06 00:00:00,2023-12-06 00:00:00,SUV,In-Store,201.4,Paid,Cancelled,0
R47152,Elizabeth Gibson,New Caledonia,2023-04-13 00:00:00,2023-04-17 00:00:00,SUV,Third-party,120.76,Paid,Not Cancelled,32.76
R54167,Heidi Griffith,Venezuela,2023-01-19 00:00:00,2023-01-22 00:00:00,Sedan,In-Store,391.57,Pending,Not Cancelled,-296.43
R47093,William Deleon,Rwanda,2023-08-31 00:00:00,2023-09-01 00:00:00,Convertible,In-Store,499.52,Pending,Not Cancelled,389.52
R55591,Shelly Bartlett,Niue,2023-09-24 00:00:00,2023-09-24 00:00:00,Hatchback,Third-party,244.35,Pending,Not Cancelled,-410.65
R95777,Tyler Young,Belize,2023-07-04 00:00:00,2023-07-05 00:00:00,SUV,Third-party,241.21,Pending,Cancelled,0
R54549,Donna Bowers,Zimbabwe,2023-03-04 00:00:00,2023-03-09 00:00:00,SUV,In-Store,61.24,Pending,Cancelled,0
R64847,John Middleton,Latvia,2023-10-05 00:00:00,2023-10-11 00:00:00,Coupe,Online,110.15,Paid,Not Cancelled,-411.85
R60605,Mark Wade,Fiji,2023-03-15 00:00:00,2023-03-15 00:00:00,SUV,Online,189.52,Pending,Cancelled,0
R88228,Shawn Jones,Jamaica,2023-02-11 00:00:00,2023-02-11 00:00:00,Sedan,In-Store,200.44,Paid,Cancelled,0
R56659,Gabrielle Nguyen,Wallis and Futuna,2023-05-19 00:00:00,2023-05-19 00:00:00,Sedan,Third-party,378.36,Pending,Not Cancelled,601.36
R57954,Charles Armstrong,Reunion,2023-08-01 00:00:00,2023-08-07 00:00:00,Coupe,Third-party,342.88,Pending,Cancelled,0
R01439,Molly Nolan,Cuba,2023-03-05 00:00:00,2023-03-10 00:00:00,Convertible,Third-party,305.77,Paid,Cancelled,0
R48692,Chelsea Carter,Bahamas,2023-05-28 00:00:00,2023-06-02 00:00:00,Coupe,In-Store,193.32,Pending,Cancelled,0
R52520,Timothy Crawford,Tajikistan,2023-09-01 00:00:00,2023-09-03 00:00:00,SUV,Online,81.45,Paid,Cancelled,0
R26457,David Guzman,Cote d'Ivoire,2023-10-06 00:00:00,2023-10-11 00:00:00,Hatchback,Third-party,244.02,Pending,Cancelled,0
R52145,Troy Cruz,Peru,2023-10-10 00:00:00,2023-10-12 00:00:00,Hatchback,Third-party,231.39,Pending,Cancelled,0
R26803,Sydney Garcia DDS,Finland,2023-04-07 00:00:00,2023-04-10 00:00:00,Sedan,Online,450.77,Pending,Cancelled,0
R65086,David Cole,Macedonia,2023-10-05 00:00:00,2023-10-06 00:00:00,Coupe,Third-party,308.15,Pending,Not Cancelled,684.15
R90179,Christopher Morris,Korea,2023-09-22 00:00:00,2023-09-24 00:00:00,SUV,Third-party,285.76,Pending,Cancelled,0
R26264,Kathy Thomas,Tuvalu,2023-01-27 00:00:00,2023-01-31 00:00:00,Convertible,Online,321.73,Paid,Cancelled,0
R48980,Bruce Herrera DVM,Sri Lanka,2023-07-23 00:00:00,2023-07-27 00:00:00,Sedan,In-Store,299.06,Pending,Not Cancelled,535.06
R06057,Tina Stone,Taiwan,2023-02-12 00:00:00,2023-02-15 00:00:00,SUV,Online,151.09,Paid,Not Cancelled,212.09
R15175,Dennis Brown,Uganda,2023-08-09 00:00:00,2023-08-11 00:00:00,Coupe,Online,471.3,Paid,Cancelled,0
R17151,Justin Roberts,Benin,2023-01-25 00:00:00,2023-01-31 00:00:00,SUV,Online,313.46,Paid,Not Cancelled,209.46
R57111,Jacob Taylor,Thailand,2023-07-15 00:00:00,2023-07-19 00:00:00,Convertible,In-Store,313.92,Paid,Cancelled,0
R44135,Lisa Ray,Egypt,2023-12-02 00:00:00,2023-12-05 00:00:00,Coupe,Online,260.2,Pending,Not Cancelled,-105.8
R62206,Robert Perez,Yemen,2023-07-28 00:00:00,2023-08-01 00:00:00,Convertible,Online,450.79,Pending,Cancelled,0
R10121,Glenda Fowler,Myanmar,2023-03-21 00:00:00,2023-03-26 00:00:00,Coupe,Online,81.89,Pending,Not Cancelled,-474.11
R20054,Maureen Ray,Sierra Leone,2023-01-22 00:00:00,2023-01-24 00:00:00,Hatchback,Online,171.29,Pending,Cancelled,0
R43949,Carmen Thompson,Mongolia,2023-06-16 00:00:00,2023-06-21 00:00:00,SUV,In-Store,350.45,Paid,Not Cancelled,806.45
R86827,Penny Curry,Senegal,2023-07-13 00:00:00,2023-07-18 00:00:00,SUV,Online,483.81,Pending,Cancelled,0
R02970,Thomas Smith,Micronesia,2023-07-22 00:00:00,2023-07-22 00:00:00,Convertible,Online,358.31,Pending,Cancelled,0
R03683,Oscar Friedman,Honduras,2023-03-21 00:00:00,2023-03-21 00:00:00,Coupe,Third-party,283.97,Pending,Cancelled,0
R10625,Shane Walker,India,2023-04-11 00:00:00,2023-04-12 00:00:00,Hatchback,Online,493.4,Pending,Not Cancelled,-46.6
